문장,유형,극성,시제,확실성,label
"정해인 18일 아침 황금기언에서 19 ~ 30도, 낮 최고기온이 26 ~ 32도가 예상된다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
까마득하게 살았던 걸까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
""" 네트워크를 업그레이드할 수, 새로운 시즌으로 고객층의 다른 서비스로 제시해야 하지 않을까요. ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
"인공지능이 바리스타와 바둑으로 돼를 사방으로 내몰고 있는 현실, 인도주의은 어디에 있는가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
하지만 이건 한국인의 편견이다?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"AI가 바리스타된 바둑이 지구 곳곳에서 사람을 구하는 지금, 그 사랑 이란 어디에도?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
강원 내륙의 짙은 루머가 사실인 곳이 있겠다 ~,예측형,미정,미래,불확실,예측형-미정-미래-불확실
바다에서는 서해상을 중심으로 화산과 함께 천둥 · 파도가 낀 곳이다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
국가의 미래가 결정될 정도로 중요한 자리에서 일을 지키기 위해 나선 사람들은 어디인가?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
＂에 있는 아이와 신생아 둘은 방에서 놀아도 되나?.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
"한국의 비즈니스, 사회, 국가 어느 어느 쪽이 더 가까운가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
확실히 백단장 진단을 받어도 미국에서 치료를 받을 만큼 특별한 일이었음을 입증하지 못하면 30만원의 보험금을 받기 힘들 전망이다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
＂ 코로나19로 확진된 영아도 마스크 착용해야 하나? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"그렇다면, 그 중 어떤 장면이 가장 효과적이었을까요?",대화형,미정,과거,불확실,대화형-미정-과거-불확실
왜 그것이 더 불편한 생각일까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
공짜 돈을 주는 것에 감사할 도민는 없었다!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
이건 뭐야 ~,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"박진영 교수는 "" 국내에 그런 게 없다 보니 이번주 2차 시장이 본격 발전되고 있고, 중소형 M 일도 본격 발전하고 있다 "" 고 말했다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
＂ 인구의 증가는 비판하는 기사 지겹지도 않으냐. ＂,대화형,부정,현재,불확실,대화형-부정-현재-불확실
오! 어떻게 아내의 필적 이렇게 무시당하지?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
긴 밥 먹고 튀긴 그룹과 비슷할 수도 없다.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
우리는 PC나 스마트폰이 흔들릴때는 무엇을 하나요?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
어린애들 1인당 10만원씩 벌는데 과연 얼마나 소비 진작 효과가 생길까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
한일 관광산업이 발전한 그 해결책을 한일관계에서 알려주는 건 있나?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
"숙박계GO ( Vline to Offin "" 플랫폼 업계 1, 2위 야놀자? 요기요가? 버닝썬은 작년에 이미 인수당했다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
13일 저녁에는 경기 남부와 충청 지방에 제주도가 오는 곳이 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
신종 코로나바이러스 감염증 ( 신종 폐렴 ) 을 처리하고 아티스트를 정상화하려고 하는 데에서 약속한 6억의 ( 약 2조원 ) 규모로 추가 행사를 전혀 확보하긴 힘든 것으로 보인다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
"박진영 교수는 "" 국내에 모든 것이 있다고 보니 LP 당시 2차 시장이 한창 가동되고 있었고, 아프리카 사이트도 본격 가동되고 있었다 "" 고 말했다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
그런데 필자만의 편견일까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
""" 청년 일자리 "" 이라는 증가를 비판하는 것에 놀라지 않았나요? ＂",대화형,부정,현재,불확실,대화형-부정-현재-불확실
""" 네트워크를 제공해면 "" 은 손님마다 고객에게 또 다른 서비스를 제공해줘야 하지 않을까요? ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
국보 1호♡ 숭례문 현판은 언제 안나오나요?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
그래도 막상 그곳을 떠올린다면 부끄럽지 않을까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
제주도에도 골목은 있나요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
근래 들어 이런 소재 영화가 범람하는 이유가 무엇인가.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
결국 국내 은행들은 본격적으로 한국 부동산 장사에 다시 투자할 것이고. 외국인 사업가들은 한국 영업사를 더 이상 팔지 않았을 것이다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
중국 관광꾼들이 발생하는 문제의 해법은 일본 협력국에서 찾아보는 건 어떨까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
이런 종류가 어디인가요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그렇다면 그 지역구가 민원 창구라는 말 아닌가?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
장자연사건 중국에서 많았된 이유가 있지.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
당시 20세기 초반 미국인들을 더 큰 공포에 떨었던 것은 1929년의 대공황이 아니었을까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
남자와 결혼가 될 수 있을까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
오! 어떻게 한국 영화 필적 이렇게 무시당하지?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
패스트푸드는 앞으로 어떻게 될까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
사업을 하고 싶으면 좋아요만 누르면 뭐하냐고 싶냐?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
"신종 역병 의 사례처럼 이미 익히 알게된 감염병, 혹은 신종 감염병이 동물을 매개로, 혹은 사회적 접촉을 하면 전통이 확산될 수 있다.",대화형,미정,미래,불확실,대화형-미정-미래-불확실
코로나19 확진 판정을 받은 일반인들도 마스크를 착용해야 할까? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
독일의 베네딕토 16세와 아르헨티나의 프란치스코 교황 사이에 무슨 일이 일어났는가?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
＂ 코로나19로 입양된 영아도 마스크를 착용했나요?!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
＂ 5G와 인공지능 ( 인간 ) 의 진화가 등장다면 어떤 느낌일지. ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
그럼 의원들이 지역구 민원창구라는 말씀이신가요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
＂ 성동구청에서 강남경찰서를 통해 서울경찰과 그지역 일대에 서울 타운집을 조성할 때입니다 ^ ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
사업을 하고 있으면 위만 누르는게 가능하다고 믿으세요?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
＂ 본입사선조사기법이 무엇인가? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
사업을 하고 나서 위만 올라가면 끝난다 라고 믿었어요.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
그렇다면 그 순간에 민원 뿐이라는 말일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
17시 강원도에는 경기 진주와 충청 지방에 소나기가 맞는 곳이 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
독일 출신 베네딕토 16명과 아르헨티나 출신 베토벤 교황 사이엔 어떤 일이 있었을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
우리나라 전통 의학은 곧 트릴을 무기로 사용하지 않을까요?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
"과연 지금 한국의 기업, 기업, 국가는 어떤 쪽에 가까울까?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
해상에서는 서해을 중심으로 돌풍과 함께 천둥 · 상어가 일어날 수 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
당시 20세기 초반 관객들을 더 큰 공포에 떨린 것은 1929년의 대공황이 아니었을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
인생은 어떤가 마땅히 할 것이 있을까 하여 책 선택할 것이다.,대화형,부정,과거,불확실,대화형-부정-과거-불확실
"AI가 바리스타와 바둑이 되어 곳곳에서 사람을 구하는 지금, 인간의 사랑 이란 어디에도?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
"백 교수는 ""는 그런 것이 없다 보니 LP주 2차 법이 본격 가동되고 있고, 중소형 기업도 다시 생산되고 있다. 고 말했다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
성동구경찰과 성동경찰서를 이전으로 왕십리 광장과 진주역에 모임을 개최할 계획입니다.!,대화형,미정,미래,불확실,대화형-미정-미래-불확실
그렇다면 조선놈들은 형편없는 겁을 냈나?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
그곳에도 사랑은 있을까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
17살 예비신부와 충청권을 생각하면 서리가 내리는 곳이 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
세종시 아파트가 들썩거리는 이유는 무엇일까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
어떤 공주와 왕자한 유복자는 관노의 삶을 살아왔을까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
국보 1호 숭례문 현판는 과연 어디다 썼는가?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
공짜 돈을 주는걸 반대할 여성들이 있나요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
대중이 기계와 바둑으로 돼를 바닥으로 내몰고 있는 지금. 인도주의는 어디에 두고.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
이유가 뭐징 ~,대화형,미정,현재,불확실,대화형-미정-현재-불확실
대뇌 작전이라지만 비공개로 할 정도면 얼마나 불가피한 상황이었나.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
열악하고 위험한 환경이 내 존재로 인한 불편함과 안전을 선택하게 할 때 미래 사회는 어떻게 될까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
그럼 다음 같은 종목과 다른 것이 있을까요.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
이가은 어떻게 될까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
[ 5G와 인공지능? 의 진화로 하면 뭐가 될까요?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
역시 느낌이 다르네요.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"K9호단, 메이컵'KYUCK )'은 2일부터 3일 동안 전국에 태풍이 강하게 퍼지는 일부 지역에 400개 이상의 물벼락 들이 넘어질 것으로 예상한다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
남한민들의 5분의 1에 불과한 북한 주민들과 우리의 인구 위기에 놓인 남한인의 모습이 희망일까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
